origin,destination,airline,flight_num,origin_temp,origin_desc,dest_temp,dest_desc
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,GDL,AF,3392,17.3,Partly Cloudy,25.1,Partly cloudy
MEX,GDL,AF,3392,17.3,Partly Cloudy,25.1,Partly cloudy
CJS,MEX,AF,3393,21.5,Sunny,17.3,Partly Cloudy
CJS,MEX,AF,3393,21.5,Sunny,17.3,Partly Cloudy
MEX,PVR,AF,3396,17.3,Partly Cloudy,28.8,Partly Cloudy
MEX,PVR,AF,3396,17.3,Partly Cloudy,28.8,Partly Cloudy
MEX,GDL,AF,3399,17.3,Partly Cloudy,25.1,Partly cloudy
MEX,GDL,AF,3399,17.3,Partly Cloudy,25.1,Partly cloudy
MEX,GDL,AF,3399,17.3,Partly Cloudy,25.1,Partly cloudy
MEX,GDL,AF,3399,17.3,Partly Cloudy,25.1,Partly cloudy
PVR,MEX,AF,3412,28.8,Partly Cloudy,17.3,Partly Cloudy
PVR,MEX,AF,3412,28.8,Partly Cloudy,17.3,Partly Cloudy
MEX,ZCL,AF,3439,17.3,Partly Cloudy,20.4,Sunny
MEX,CDG,AF,8099,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,8099,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,8099,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,8099,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,8099,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,8099,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,8099,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,8099,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,8099,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,8099,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,8099,17.3,Partly Cloudy,9.0,Fog
GDL,MEX,AF,8135,25.1,Partly cloudy,17.3,Partly Cloudy
GDL,MEX,AF,8135,25.1,Partly cloudy,17.3,Partly Cloudy
GDL,MEX,AF,8135,25.1,Partly cloudy,17.3,Partly Cloudy
MEX,CJS,AF,8158,17.3,Partly Cloudy,21.5,Sunny
MEX,CJS,AF,8158,17.3,Partly Cloudy,21.5,Sunny
MEX,AMS,AF,8457,17.3,Partly Cloudy,10.4,Partly cloudy
MEX,AMS,AF,8457,17.3,Partly Cloudy,10.4,Partly cloudy
MEX,AMS,AF,8457,17.3,Partly Cloudy,10.4,Partly cloudy
MEX,AMS,AF,8457,17.3,Partly Cloudy,10.4,Partly cloudy
MEX,AMS,AF,8457,17.3,Partly Cloudy,10.4,Partly cloudy
MEX,AMS,AF,8457,17.3,Partly Cloudy,10.4,Partly cloudy
MEX,AMS,AF,8457,17.3,Partly Cloudy,10.4,Partly cloudy
MEX,ATL,AF,8787,17.3,Partly Cloudy,9.4,Partly cloudy
MEX,ATL,AF,8787,17.3,Partly Cloudy,9.4,Partly cloudy
MEX,CEN,AF,9969,17.3,Partly Cloudy,31.5,Sunny
MEX,CEN,AF,9969,17.3,Partly Cloudy,31.5,Sunny
MEX,CEN,AF,9969,17.3,Partly Cloudy,31.5,Sunny
MEX,CEN,AF,9969,17.3,Partly Cloudy,31.5,Sunny
ZCL,MEX,AF,9990,20.4,Sunny,17.3,Partly Cloudy
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,MAD,AM,1,17.3,Partly Cloudy,5.1,Clear
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
